sent_text,argument,label
"He turned away , his feeling of anguish at the nothingness of it all overwhelming him . ",at the nothingness of it all,stimulus
"She still , after all these years , did not know , and one hand clenched in involuntary anguish at what she thought of as her intolerable betrayal of her brother . ",at what she thought of as her intolerable betrayal of her brother,stimulus
Manager Graeme Souness 's touchline ban meant he could only watch in anguish from the directors ' box . ,he,experiencer
"Her fingers tightened on his hands , hearing the anguish in his voice . ",in his voice,expressor
There was real anguish in his eyes . ,in his eyes,expressor
At last he turned to her and he could not have failed to see the anguish in her eyes . ,in her eyes,expressor
"` We feel very strongly about that and that the law should be changed for future children , so that they should be spared the anguish of separation and no contact at all . "" ",of separation and no contact at all,stimulus
"But the address underlines the anguish of Her Majesty 's speech after the Windsor Castle fire when she referred to 1992 as her ` annus horribilis "" . ",of Her Majesty 's speech,expressor
"From somewhere in the gloom , accompanied by raucous laughter and much crudity , a young female voice began to groan and then rise , unintentionally mimicking the anguish of a wounded soldier . ",of a wounded soldier,experiencer
You may imagine the anguish of the people as this was going on . ,of the people,experiencer
He could see no way out and in his anguish he began to think of doing himself in ; the method he would use would have to be quick and simple . ,his,experiencer
My anguish must have shown in my face and in my voice . ,My,experiencer
But the behaviour of Reverend Prentice has only added to his anguish . ,his,experiencer
For some the strain of living together without legal ties leads to considerable anguish . ,considerable,degree
"And Ryan had spent more than one night under the roof with her , she remembered in bitter anguish . ",she,experiencer
"Her voice shook , her face was white with anguish . ",her face,expressor
"In the pictures of Belsen , the sheer anguish on the faces of the Tommies contrasts starkly with the indifference of the SS recorded in their cheery souvenir albums . ",sheer,degree
"In the pictures of Belsen , the sheer anguish on the faces of the Tommies contrasts starkly with the indifference of the SS recorded in their cheery souvenir albums . ",on the faces of the Tommies,stimulus
He remembers the anguish of disapproval and the comforting security of guardians . ,of disapproval,stimulus
"But last night he insisted he had no grudge against Taylor , even though in his column he openly discussed his innermost anguish at being one of only three England players not to kick a ball during finals . ",his,experiencer
"But last night he insisted he had no grudge against Taylor , even though in his column he openly discussed his innermost anguish at being one of only three England players not to kick a ball during finals . ",at being one of only three England players not to kick a ball during finals,stimulus
LEE SHARPE last night relived the anguish of discovering he had a disease which he feared could not only end his career -- but kill him . ,of discovering he had a disease which he feared could not only end his career -- but kill him,stimulus
"Segments in D major and B minor accord with episodes of the drama as this unfolds , but two isolated D minor movements underscore Dido 's anguish at being betrayed . ",Dido 's,experiencer
"Segments in D major and B minor accord with episodes of the drama as this unfolds , but two isolated D minor movements underscore Dido 's anguish at being betrayed . ",at being betrayed,stimulus
"Joseph , unable to follow the French , waited in anguish , not knowing what was being said . ",Joseph,experiencer
"It 's been our experience that families , and particularly carers , go through great anguish , much pain and heartache associated with this process . ",great,degree
"At a news conference at the Royal Geographical Society in London , they described the mental and physical anguish of their 95-day trek . ",of their 95-day trek,stimulus
"SHE was once considered one of the world 's most beautiful women , but yesterday every line etched on Britt Ekland 's face told a story of personal anguish . ",personal,experiencer
What this implies and should express is the field-worker 's moral commitment to his foreign hosts ; this can be the source of much personal anguish and heart-searching . ,personal,experiencer
"This is a peculiarly nasty technique of persuasion , causing great psychological anguish throughout the middle ages and even today . ",great,degree
"Some real research , I suggest , is needed into a condition which , though frequently rib-tickling in retrospect , causes widespread anguish at the time . ",widespread,degree
"Katherine could feel his anguish , and for the second time that day the tears slid down her cheeks . ",his,experiencer
Politicians who objected to Mrs Thatcher and her radical conviction politics suffered the anguish of apparently unresolvable frustration . ,of apparently unresolvable frustration,stimulus
"By anybody 's reckoning , she still had another week in which to go through agonies about it . ",about it,topic
A PATIENT has been left in agony after a hospital cancelled an operation on his legs for the ninth time . ,A PATIENT,experiencer
It has become agony for her to live up to the manufactured image of America 's favourite grandmother . ,for her to live up to the manufactured image of America 's favourite grandmother,stimulus
"The next few days were agony for Constance , as she waited for the letter to arrive . ",The next few days,stimulus
"The next few days were agony for Constance , as she waited for the letter to arrive . ",for Constance,experiencer
"It looks like Labour and the Liberal Democrats are set to join forces , adding to the agony for Alan Winmill , who left Labour for the Tories last year . ","for Alan Winmill , who left Labour for the Tories last year",experiencer
She saw the agony in him . ,in him,experiencer
"For a moment when she looked at him he saw the agony in her eyes , and his resolve wavered . ",in her eyes,expressor
Their agony in recent months and years has been terrible to behold . ,Their,experiencer
"A night out was not complete without a gamble on the station machine , when the agony of nine successive defeats would be replaced by euphoria when you actually got your bar . ",of nine successive defeats,stimulus
"This conclusion should not be seen to reflect callous indifference to individuals who have suffered miserably or fatally at the hands of persons committing ` conventional "" crimes ; their agony is real and should never be ignored . ",their,experiencer
It was agony to him to dismiss her . ,to him,experiencer
It was agony to him to dismiss her . ,to dismiss her,stimulus
Another lengthy court battle would be a severe embarrassment for Mr Heseltine and prolong the Government 's agony over the mishandled pit closure programme . ,the Government 's,experiencer
Another lengthy court battle would be a severe embarrassment for Mr Heseltine and prolong the Government 's agony over the mishandled pit closure programme . ,over the mishandled pit closure programme,topic
Maybe JTR helped pick up the pieces or did he watch the poor man 's agony from afar ? ,the poor man 's,experiencer
"The agony of not knowing where , or how their children were , continued . ","of not knowing where , or how their children were ,",stimulus
"But that was nothing to the agony of never seeing him again , her heart replied despairingly . ",of never seeing him again,stimulus
It 's just hitting you harder than most because it 's taken you longer than the rest of us to discover the joys and the agonies of falling in love . ,of falling in love,topic
"At one moment the boatswain Jack Allgood comes out of a berserk rage to realise that he , a warrant officer , has allowed his hatred of the captain to lead him into mutiny ; the points of physical detail enforce his emotional agony : ",his,experiencer
"Sister Duffy becomes a patient and suffers agonies over the fate of her love-child , little Peter . ","over the fate of her love-child , little Peter",topic
I tried to show pleasure at their decision and at the same time annoyance that our contract simply would n't permit it . ,that our contract simply would n't permit it,stimulus
And found to his annoyance that he was grinding his teeth . ,his,experiencer
That comes after growing Irish annoyance at the continued failure of the British to ensure that the RUC accompanies the UDR on all its operations . ,Irish,experiencer
That comes after growing Irish annoyance at the continued failure of the British to ensure that the RUC accompanies the UDR on all its operations . ,at the continued failure of the British to ensure that the RUC accompanies the UDR on all its operations,stimulus
"She spoke quietly in Greek to the boy , soothing his annoyance at the turning off of the video . ",his,experiencer
"She spoke quietly in Greek to the boy , soothing his annoyance at the turning off of the video . ",at the turning off of the video,stimulus
"Ronni got in , feeling a welcome dart of annoyance at the way he had issued that curt command . ",at the way he had issued that curt command,stimulus
"It joined me for the rest of the holiday , much to the annoyance of my fellow passengers . ",of my fellow passengers,experiencer
"Busking or playing musical instruments in the Underground , to the annoyance of other passengers , is an offence …",of other passengers,experiencer
"It was after noon by the time we actually got sorted , much to the annoyance of the lady from the Public Relations company who had hired us . ",of the lady from the Public Relations company who had hired us,experiencer
But her annoyance over the pictures could not distract Catherine from her latest -- and biggest -- ambition . ,over the pictures,stimulus
But her annoyance over the pictures could not distract Catherine from her latest -- and biggest -- ambition . ,her,experiencer
"He shows his annoyance with some intimidating facial expression , backed up by a sparse selection of adjectival punctuation invariably using the ` f "" word , which he uses with considerable effect . ",his,experiencer
Serena is torn between her sisterly love and her annoyance with Stella 's aggressive insecurity . ,her,experiencer
Serena is torn between her sisterly love and her annoyance with Stella 's aggressive insecurity . ,with Stella 's aggressive insecurity,stimulus
THE Banishing Gripes campaign highlighted the public 's annoyance with British Gas for the inconvenience caused by digging up roads . ,the public 's,experiencer
THE Banishing Gripes campaign highlighted the public 's annoyance with British Gas for the inconvenience caused by digging up roads . ,with British Gas,stimulus
THE Banishing Gripes campaign highlighted the public 's annoyance with British Gas for the inconvenience caused by digging up roads . ,for the inconvenience caused by digging up roads,explanation
To her annoyance a warm blush was steadily creeping into her cheeks . ,her,experiencer
"` I am practical , "" Jessamy insisted with some annoyance . ",Jessamy,experiencer
"Laura 's normally full , warm lips tightened with annoyance . ","Laura 's normally full , warm lips",expressor
Liz suppressed her annoyance before it could take hold . ,her,experiencer
"But , despite his annoyance at being seeded No.2 to Baddeley even though he is the present No.1 , he declined to labour the point afterwards . ",his,experiencer
"But , despite his annoyance at being seeded No.2 to Baddeley even though he is the present No.1 , he declined to labour the point afterwards . ",at being seeded No.2 to Baddeley even though he is the present No.1,stimulus
My annoyance at missing the fish turns to relief when I realise I am not snagged in the roots . ,at missing the fish,stimulus
My annoyance at missing the fish turns to relief when I realise I am not snagged in the roots . ,My,experiencer
"Suppressing her annoyance at being called "" Little Sara "" , she replied that all was well . ",her,experiencer
"Suppressing her annoyance at being called "" Little Sara "" , she replied that all was well . ","at being called "" Little Sara """,stimulus
Faint annoyance began to show on Major Tzann 's face . ,Faint,degree
"She turned to Fran , faint annoyance crossing her face . ",faint,degree
"Robyn leant against the door to the office and found herself experiencing the old , familiar surge of deep annoyance . ",deep,degree
To my great annoyance I found myself jealous . ,my,experiencer
To my great annoyance I found myself jealous . ,great,degree
"To Erika 's intense annoyance , Fritz promptly accepted the invitation -- obeyed the command , rather -- and as Rosa moved on to the floor with another boy , she was left feeling abandoned -- and foolish . ",intense,degree
"To Erika 's intense annoyance , Fritz promptly accepted the invitation -- obeyed the command , rather -- and as Rosa moved on to the floor with another boy , she was left feeling abandoned -- and foolish . ",Erika 's,experiencer
"Who can honestly say that they have never been consumed by that intense annoyance , never felt that burning but wrenching tension and anger at life 's petty frustrations . ",intense,degree
"This causes considerable annoyance to the Germans , who find themselves being forced to speak English and say that they will settle the matter ` by decree "" . ",considerable,degree
"It was , I thought , a measure of her self-control that she had waited until now to express her annoyance . ",her,experiencer
"The Profit Share Scheme was reduced in 1992 but many members have expressed great annoyance that another scheme within the Bank netted two former members of the staff in Britain almost £218,000 between them . ",great,degree
"The Profit Share Scheme was reduced in 1992 but many members have expressed great annoyance that another scheme within the Bank netted two former members of the staff in Britain almost £218,000 between them . ","that another scheme within the Bank netted two former members of the staff in Britain almost £218,000 between them",stimulus
"Although this is hardly the headhunter 's fault , the candidate will naturally feel annoyance or even anger that his or her expectations have been raised and then dashed , often without much explanation . ","that his or her expectations have been raised and then dashed , often without much explanation",stimulus
Dotty flushed with annoyance . ,Dotty,experiencer
Wheeler 's fine face flushed with annoyance and he laughed . ,Wheeler 's fine face,expressor
The greatest cause of the Prince 's despondency had been the feeling that he served no useful purpose . ,Prince 's,experiencer
"During the days that followed Brackenbury 's hasty departure , Edward 's despondency increased . ",Edward 's,experiencer
Following this there was considerable despondency amongst the committee as there seemed to be little hope for the future . ,considerable,degree
Following this there was considerable despondency amongst the committee as there seemed to be little hope for the future . ,amongst the committee,experiencer
Following this there was considerable despondency amongst the committee as there seemed to be little hope for the future . ,as there seemed to be little hope for the future,circumstances
"Lucille 's despondency was caused by a fear of Sharpe 's death , not a British defeat , but she dared not articulate such a thought . ",Lucille 's,experiencer
"During the following months the School managed to carry on , but the atmosphere must have been one of great despondency . ",great,degree
I remember my despondency in 1926 when Abd al Karim was forced to surrender to the French . ,my,experiencer
I remember my despondency in 1926 when Abd al Karim was forced to surrender to the French . ,when Abd al Karim was forced to surrender to the French,circumstances
"The sense of relief that the Danes had ` let us all painlessly off the Maastricht hook "" was immediately replaced by a despondency at the Government 's response . ",at the Government 's response,stimulus
Determinedly she put her worries and the root cause of her despondency behind her and tried to think more cheerfully . ,her,experiencer
"In Washington there was understanding , but just as much disquiet about British Defence policy . ",about British Defence policy,topic
We shall find reason for disquiet about this argument . ,about this argument,topic
"Nevertheless , even among non-abolitionists ( and across most of the political spectrum ) there has been grave disquiet about the state of the prisons . ",about the state of the prisons,topic
"But the STUC also voiced disquiet about the way last Monday 's picketing was handled by police , and said it had secured a pledge that policing would now be ` even-handed "" . ",about the way last Monday 's picketing was handled by police,topic
"Despite the disquiet at the club this year , Mr Stringer still appears more relaxed and more in control than he did when he first took charge in that winter of 1987 . ",at the club,experiencer
"Disquiet at the new direction of religious affairs soon surfaced in parliament , and over the next few years a growing number of MPs began to speak out against the Arminian threat . ",at the new direction of religious affairs,stimulus
There is indeed much disquiet at any delay in immediate fulfilment . ,at any delay in immediate fulfilment,stimulus
There was widespread disquiet in the media and elsewhere . ,widespread,degree
There was widespread disquiet in the media and elsewhere . ,in the media and elsewhere,experiencer
Polanski had received notices of similar disquiet over his films . ,over his films,topic
There may be cases where there is parliamentary disquiet over a ministerial proposal and then the minister has a change of mind . ,over a ministerial proposal,topic
There may be cases where there is parliamentary disquiet over a ministerial proposal and then the minister has a change of mind . ,parliamentary,experiencer
His comments are a major diplomatic gaffe as the CRC has supported the region in its disquiet over the CRE 's decision to begin an investigation . ,its,experiencer
His comments are a major diplomatic gaffe as the CRC has supported the region in its disquiet over the CRE 's decision to begin an investigation . ,over the CRE 's decision to begin an investigation,topic
"Nevertheless , the Commission 's disquiet has not prevented it from agreeing the designation . ",the Commission 's,experiencer
"Apparently the RLD was not aware of the details of the Vanguard accident at that time , but the subsequent publication of the report on the accident should have reinforced their disquiet . ",their,experiencer
She voiced her disquiet and Ana laughed . ,her,experiencer
Listening to parents in the playground and at more formal events such as parents ' evenings should alert staff to early stages of parental disquiet . ,parental,experiencer
"That was still the kind of work that I wanted to do , and if I thought very much a comprehensive schools it was in a spirit of mild disquiet . ",mild,degree
My heart was thumping with disquiet . ,My heart,expressor
People in the popular movement had a different kind of disquiet with the leadership of the PLO . ,with the leadership of the PLO,stimulus
I have received no representations on that matter and I am not aware of any disquiet among the groups that the hon. Gentleman described . ,among the groups that the hon. Gentleman described,experiencer
The Department of Health is aware of the disquiet among dentists . ,among dentists,experiencer
"However , does the right hon. Gentleman recognise that profound disquiet has been expressed about some of the proposals in the Bill , particularly the fast-track ones ? ",profound,degree
"This last may be a source of considerable disquiet and one might not at first see how such obviously ` immoral "" content could be defended as part of a system of morality . ",considerable,degree
But her symbolic stance emerges at a time when there is considerable disquiet over the imaging of children . ,considerable,degree
But her symbolic stance emerges at a time when there is considerable disquiet over the imaging of children . ,over the imaging of children,topic
"Li Shai Tung looked across at him , smiling ; but behind the smile -- beyond it , in some darker , less accessible place -- lay a deep disquiet . ",deep,degree
"There was public disquiet , questions in the Commons and an enquiry ordered into Jeffrey 's whereabouts . ",public,experiencer
"Costly experiments on the teeth of live dogs or primates , not to mention the public disquiet about such animal testing , might be avoided and delays reduced . ",public,experiencer
"Costly experiments on the teeth of live dogs or primates , not to mention the public disquiet about such animal testing , might be avoided and delays reduced . ",about such animal testing,topic
"There was considerable public disquiet anyway , but now that bugger Parkhurst has panicked the entire country , we are going to have to lie very low . "" ",considerable,degree
"There was considerable public disquiet anyway , but now that bugger Parkhurst has panicked the entire country , we are going to have to lie very low . "" ",public,experiencer
"Also some disquiet surrounds the production of "" second generation "" vaccines using genetically engineered microbes to make fragments of viruses . ",some,degree
"IMPRESSED just this side of awe as I am by the Department of Transport and its fearless tackling of such problems as juggernaut lorries and EEC regulations , I must nevertheless confess some disquiet about a recent plan . ",about a recent plan,topic
"IMPRESSED just this side of awe as I am by the Department of Transport and its fearless tackling of such problems as juggernaut lorries and EEC regulations , I must nevertheless confess some disquiet about a recent plan . ",some,degree
Accountants inevitably greeted the court 's finding with some disquiet . ,some,degree
THE Princess of Wales has once more caused disquiet among fashion commentators by sticking to her own rules . ,among fashion commentators,experiencer
But there is no doubt that some of these ideas are causing great disquiet among Branch Management and Staff . ,great,degree
But there is no doubt that some of these ideas are causing great disquiet among Branch Management and Staff . ,among Branch Management and Staff,experiencer
"Some of his actions , in particular the unexpected introduction of a constitutional amendment allowing for an elected Vice-President and the subsequent appointment of Moudud Ahmed to that post , caused some disquiet among party members . ",some,degree
"Some of his actions , in particular the unexpected introduction of a constitutional amendment allowing for an elected Vice-President and the subsequent appointment of Moudud Ahmed to that post , caused some disquiet among party members . ",among party members,experiencer
"If there is continuing disquiet about the way an industry is being run , Members can express their disquiet by questioning the fitness of the persons appointed by the Government to run it . ",their,experiencer
"In his meeting with Bush , Özal reportedly sought to express his disquiet about a bill passing through the US Congress aimed at marking the "" 75th anniversary of the Armenian genocide of 1915-23 "" . ","about a bill passing through the US Congress aimed at marking the "" 75th anniversary of the Armenian genocide of 1915-23 """,topic
"In his meeting with Bush , Özal reportedly sought to express his disquiet about a bill passing through the US Congress aimed at marking the "" 75th anniversary of the Armenian genocide of 1915-23 "" . ",his,experiencer
"In 1989 he began libel proceedings in the UK against the Singapore government after the Privy Council had expressed "" deep disquiet "" over his treatment by the government [ see p. 37574 ] . ",deep,degree
"In 1989 he began libel proceedings in the UK against the Singapore government after the Privy Council had expressed "" deep disquiet "" over his treatment by the government [ see p. 37574 ] . ",over his treatment by the government [ see p. 37574 ],topic
Some economists feel deep disquiet at the use of food grains to produce motor spirit . ,deep,degree
Some economists feel deep disquiet at the use of food grains to produce motor spirit . ,at the use of food grains to produce motor spirit,stimulus
Some economists feel deep disquiet at the use of food grains to produce motor spirit . ,Some economists,experiencer
"Her elation took her into her clothes , back to the kitchen to leave Phoebe a scrawled memo , and out of the front door . ",Her,experiencer
"He even telephoned Wexford to tell him about it , his elation subsiding somewhat when he heard the chief inspector had also found this out three hours before . ",his,experiencer
"In our elation there was some suspicion that our experience had been secret , adventurous , and unique . ",our,experiencer
The elation of witnessing birth may be followed by a sense of disorientation at being a displaced person . ,of witnessing birth,stimulus
"` You will not regret it , "" the cardinal told her , observing the prince 's elation and guessing its cause . ",prince 's,experiencer
"` If the manual was lying in the BMW , I think some hint of the elation of the police would have come through on the intercepts . ",of the police,experiencer
George drove past and felt a terrible anger replace his elation . ,his,experiencer
"My elation of the previous day began to evaporate until I remembered Agnes , the indentures I had signed , and the basic honesty of Ralemberg and de Macon . ",My,experiencer
Looking down at the dead man Wycliffe felt guilty because he was experiencing a sense of mild elation . ,mild,degree
"But when he stepped up on to the conductor 's rostrum for the opening production of a new season , he was -- every time -- filled with a sense of sheer elation . ",sheer,degree
But Richard 's elation at regaining his health was short lived because his kidneys started to fail . ,Richard 's,experiencer
But Richard 's elation at regaining his health was short lived because his kidneys started to fail . ,at regaining his health,stimulus
"Some 35 penalties were awarded , the teams occasionally shaking their heads in bafflement . ",the teams,experiencer
Their bafflement is increased when they find such major changes made . ,Their,experiencer
"Then , to my bafflement , I found I was catching up . ",my,experiencer
Hilda seemed to be getting more animated as her own bafflement and distress increased . ,her own,experiencer
His bafflement was unbearable but had to be borne . ,His,experiencer
"After a moment she laid the receiver down again , her surprise now turned to total bafflement . ",total,degree
He discovered to his astonishment that Frank now professed atheism . ,his,experiencer
It was a measure of Arnold 's astonishment that he used the dialect expression of concern . ,Arnold 's,experiencer
She realised with astonishment that he was actually pleading . ,She,experiencer
"She saw his fear , his bewilderment , and above all , a kind of astonishment at the enormity of the complications that lay ahead . ",at the enormity of the complications that lay ahead,stimulus
"My previous astonishment at the fact that people who came here like De Michelis [ the former foreign secretary ] , or like ex-Prime Minister Andreotti , never endowed us with any money is now diminished . ","at the fact that people who came here like De Michelis [ the former foreign secretary ] , or like ex-Prime Minister Andreotti , never endowed us with any money",stimulus
"My previous astonishment at the fact that people who came here like De Michelis [ the former foreign secretary ] , or like ex-Prime Minister Andreotti , never endowed us with any money is now diminished . ",My,experiencer
"Martha replied , and left her twin sister blinking in astonishment at a possibility that had n't occurred to her before , but which was now enticingly attractive . ",her twin sister,experiencer
"Martha replied , and left her twin sister blinking in astonishment at a possibility that had n't occurred to her before , but which was now enticingly attractive . ",at a possibility that had n't occurred to her before,stimulus
Mrs Syms 's astonishment at her appearance was almost comical . ,Mrs Syms 's,experiencer
Mrs Syms 's astonishment at her appearance was almost comical . ,at her appearance,stimulus
"Carolyn watched him , caught between her astonishment at his presence here , and the sudden absolutely natural way they were talking . ",her,experiencer
"Carolyn watched him , caught between her astonishment at his presence here , and the sudden absolutely natural way they were talking . ",at his presence here,stimulus
"He stopped , becoming aware of the glare from his uncle and the frank astonishment from his agent . ",from his agent,experiencer
The anger and astonishment in her face gave way to something very like pity . ,in her face,expressor
"The boy bowed again , enjoying her astonishment in the same way he had enjoyed the applause of the T'ang earlier that day when he had played Tsu Tiao . ",her,experiencer
"I heard no more of the debate and to the astonishment of my fellow delegates I stormed out of the auditorium and locked myself away in the Ladies to howl out my rage , alone . ",of my fellow delegates,experiencer
"It was there , that same until-then-pleasant morning , to the astonishment of all the workers in the Library , that Stour stumbled into the Great Chamber and laid his burden down . ",of all the workers in the Library,experiencer
I chuckled at the astonishment on her face . ,on her face,expressor
"Suddenly , to the Collector 's astonishment , the Padre gripped him by the throat and shouted : "" A matter of opinion ! ",the Collector 's,experiencer
"As he drove out of his allotted space , to his astonishment he saw Alexandra about to get into her white saloon . ",his,experiencer
Bob sat up on the bed and gazed at her in astonishment . ,Bob,experiencer
The driver watched in astonishment as the car whacked into the side of his vehicle . ,The driver,experiencer
"Miss Logan concealed her astonishment at this curious lecture , but felt bound to enquire further . ",her,experiencer
"Miss Logan concealed her astonishment at this curious lecture , but felt bound to enquire further . ",at this curious lecture,stimulus
"But there was some astonishment at the size and timing of the exceptional write-offs , which will result in 9,000 job losses from a worldwide total of 128,600 . ",at the size and timing of the exceptional write-offs,stimulus
John Lahr told me of his astonishment at how unpleasant he could be to waiters at the Indian restaurant they visited together . ,his,experiencer
John Lahr told me of his astonishment at how unpleasant he could be to waiters at the Indian restaurant they visited together . ,at how unpleasant he could be to waiters at the Indian restaurant they visited together,stimulus
"When the peat-brown eyes fixed on hers again , their level gaze showed he had recovered from his astonishment at seeing her . ",his,experiencer
"When the peat-brown eyes fixed on hers again , their level gaze showed he had recovered from his astonishment at seeing her . ",at seeing her,stimulus
"Her eyes were wide open , and upon her face was an expression of absolute astonishment . ",absolute,degree
"Sonia and Helen flung themselves into my arms , to Joe 's great astonishment . ",great,degree
"Sonia and Helen flung themselves into my arms , to Joe 's great astonishment . ",Joe 's,experiencer
"But when I looked up , I saw , to my great astonishment , a large island in the sky , between me and the sun . ",my,experiencer
"But when I looked up , I saw , to my great astonishment , a large island in the sky , between me and the sun . ",great,degree
"To her own mild astonishment she murmured , ` I 'll try . "" ",her own,experiencer
"To her own mild astonishment she murmured , ` I 'll try . "" ",mild,degree
AN OXFORDSHIRE reader expresses astonishment that so many of the hotels featured in this column border on Fawlty Towers . ,that so many of the hotels featured in this column border on Fawlty Towers,stimulus
We write to express astonishment at the standard of writing that has featured in much of your pre-election coverage . ,at the standard of writing that has featured in much of your pre-election coverage,stimulus
"Lomponda wa Botende , a former Chief of Staff , expressed his astonishment at the report , and the Defence Ministry denied that any coup attempt had been made . ",at the report,stimulus
"Lomponda wa Botende , a former Chief of Staff , expressed his astonishment at the report , and the Defence Ministry denied that any coup attempt had been made . ",his,experiencer
He felt a mixture of astonishment at himself and irritation that his rigid daily routine was going to be broken after forty undisturbed years . ,at himself,stimulus
Rebecque could not hide his astonishment . ,his,experiencer
As he looked around he could not hide his astonishment . ,his,experiencer
Alexei was unable to hide his astonishment at Siban 's subdued tone . ,his,experiencer
Alexei was unable to hide his astonishment at Siban 's subdued tone . ,at Siban 's subdued tone,stimulus
Elaine Morris stared out of the window in astonishment . ,Elaine Morris,experiencer
He left so quickly that she stared in astonishment at the door he had closed behind him . ,she,experiencer
"What had once been a largely invisible world of mental hospitals , private suffering , and professional services now appears in local communities as homelessness , strange persons in public , and bewilderment about who is responsible for whom . ",about who is responsible for whom,topic
She squinted in bewilderment at the ten or so boarders who had formed her little band of helpers . ,She,experiencer
""" No , "" I said , trying to sound convincing but daunted by the simple bewilderment in his face . ",in his face,expressor
"` Carpenter ? "" her father asked with a tinge of bewilderment in his voice . ",in his voice,expressor
She did n't want to trouble the penguin with the bewilderment in her eyes . ,in her eyes,expressor
"The old hands at machine knitting glibly talk about ` two-thirties "" to the bewilderment of the newcomers at the knitting club . ",of the newcomers at the knitting club,experiencer
The bewilderment of the child Nizan can not be overstated . ,of the child Nizan,experiencer
"David filled her dreams ; the ecstasy of their lovemaking , and the pain and bewilderment of his abrupt departure . ",of his abrupt departure,stimulus
"Scott ran a hand through his hair , bewilderment on his face . ",on his face,expressor
"Downstairs in the lobbies , Tories were running around in equal bewilderment over the Speakership . ",Tories,experiencer
"Downstairs in the lobbies , Tories were running around in equal bewilderment over the Speakership . ",over the Speakership,topic
To her bewilderment they both dissolved into giggles . ,her,experiencer
"She saw his fear , his bewilderment , and above all , a kind of astonishment at the enormity of the complications that lay ahead . ",his,experiencer
"The other side of the story is the pain felt by women when their children suffer , and their bewilderment when that suffering is self-inflicted . ",their,experiencer
"The other side of the story is the pain felt by women when their children suffer , and their bewilderment when that suffering is self-inflicted . ",when that suffering is self-inflicted,circumstances
"His voice was as sensual as raw silk , but when he saw her bewilderment his eyes drifted over to Mandy 's table . ",her,experiencer
"Gloria stared , her mouth agape , then turned to Ruth in bewilderment . ",Gloria,experiencer
"She got up and checked the wardrobes , and her bemusement became sheer bewilderment . ",sheer,degree
A frown of exasperation lined her brow as she shook her dark head in bewilderment . ,she,experiencer
"Sonny turned in bewilderment to Johnny , then lumbered out after his brother . ",Sonny,experiencer
"To those workers who profess bewilderment as to how they might help , who feel their knowledge in sexual matters is insufficient or are doubtful of their capabilities for sexual counselling and aid , one would suggest that they raise the matter within their training departments . ",as to how they might help,topic
"The rest simply stood in a state of considerable bewilderment , trying to ensure that they had not only accurately recorded but also understood what Woolton had said . ",considerable,degree
Shiona frowned at the phone in total bewilderment . ,Shiona,experiencer
Shiona frowned at the phone in total bewilderment . ,total,degree
"Most will privately confess to an initial sense of utter bewilderment , but necessity will drive them to adapt to their new way of life . ",utter,degree
"Her lovely face reflecting her complete and utter bewilderment , she queried slowly , ` Why on earth would I want to claim kinship ? "" ",her,experiencer
"Her lovely face reflecting her complete and utter bewilderment , she queried slowly , ` Why on earth would I want to claim kinship ? "" ",complete and utter,degree
There was such masculine bewilderment in his deep voice at the unexpected display of emotion that Fran smiled . ,in his deep voice,expressor
There was such masculine bewilderment in his deep voice at the unexpected display of emotion that Fran smiled . ,at the unexpected display of emotion,stimulus
Constance looked at him in bewilderment . ,Constance,experiencer
He paused as his mother stared at him in bewilderment . ,his mother,experiencer
I sat in the café as the rain showed no sign of letting up and drew up a short list of people I had met with whom I could air my perplexity . ,my,experiencer
"It is your perplexity that is odd , not your spirit-person . "" ",your,experiencer
"Experienced subjectively the state may range , depending on the degree of insight retained , from great perplexity and distress to arrogant certainty ; observed objectively the behaviour seems grotesque and incomprehensible . ",great,degree
"The figure has now been recognised as a late fifteenth-century masterpiece and it has aroused some excitement in the art world , but there is still perplexity as to its author . ",as to its author,topic
"One time she even held her arms out in perplexity and said , ` What , no asterisk today ? "" ",she,experiencer
"Whatever perplexities there may be about ontology ( that is , about the nature of the reality described ) there is no perplexity whatever about the procedures . ",about ontology,topic
Mrs Alderley frowned in perplexity . ,Mrs Alderley,experiencer
"Ethel shook her head in puzzlement , but a gleam had been coming into Eames 's eyes . ",Ethel,experiencer
Emily could see his puzzlement . ,his,experiencer
"Quick -- sign the register , get out , escape from the puzzlement in her eyes . ",in her eyes,expressor
I pointed out that I kissed Frankie but she dismissed my puzzlement . ,my,experiencer
"Claudia , frowning , turned to gaze at him in total puzzlement . ",Claudia,experiencer
"Claudia , frowning , turned to gaze at him in total puzzlement . ",total,degree
Had witnessed her puzzlement and then her shocked surprise as she realised what it was . ,her,experiencer
Paul 's tone and expression showed his puzzlement . ,his,experiencer
He could see Harry 's puzzlement . ,Harry 's,experiencer
And now she could see the puzzlement on everyone 's face . ,on everyone 's face,expressor
He saw her glance up in puzzlement and ask why he was still fully dressed . ,her,experiencer
"Pitching my voice to a tone of mild puzzlement , I called , ` What 's a rattlesnake doing up here ? "" ",mild,degree
Her brow creased in puzzlement . ,Her brow,expressor
Rocastle got a page long interview expressing some puzzlement at Wilko keeping him out of the first team . ,at Wilko keeping him out of the first team,stimulus
"She took two or three large breaths over the top of her bag of groceries , while Mrs Stych watched her stupefaction with complacency . ",her,experiencer
I can understand the apparent stupefaction of all parties . ,of all parties,experiencer
